,STORE_CD,L12M_TY_QTY,CHANNEL_DSC,SUBCHANNEL_DSC,FOOD_TYPE_GROUP_DSC,WINE_FLG,LIQUOR_FLG,WHITE_POP_PCT,BLACK_POP_PCT,ASIAN_POP_PCT,HISP_POP_PCT,LEAST_ACC_HISP_POP_PCT,BI_CULTURAL_HISP_POP_PCT,MOST_ACC_HISP_POP_PCT,OTHER_POP_PCT,INCOME_POP_L10_PCT,INCOME_POP_1020_PCT,INCOME_POP_2030_PCT,INCOME_POP_3040_PCT,INCOME_POP_4050_PCT,INCOME_POP_5075_PCT,INCOME_POP_75100_PCT,INCOME_POP_G100_PCT,MALE_POP_2124_PCT,MALE_POP_2534_PCT,MALE_POP_3544_PCT,MALE_POP_4554_PCT,MALE_POP_5564_PCT,MALE_POP_6574_PCT,MALE_POP_75_PCT,FEMALE_POP_2124_PCT,FEMALE_POP_2534_PCT,FEMALE_POP_3544_PCT,FEMALE_POP_4554_PCT,FEMALE_POP_5564_PCT,FEMALE_POP_6574_PCT,FEMALE_POP_75_PCT,NORM_L12M_TY_QTY,CLUSTER,RTL_STORE_CD,BEERTYPE
10,102671627,34.0,LODGING,FULL SERVICE LODGING,OTHER,True,True,0.7487,0.0918,0.0785,0.0573,0.0135,0.0196,0.0242,0.0173,0.0441,0.0629,0.0702,0.0745,0.0743,0.1712,0.1399,0.3628,0.0247,0.0776,0.0675,0.0638,0.0618,0.037000000000000005,0.0211,0.0243,0.0784,0.0679,0.0653,0.0662,0.0429,0.0315,0.005804000695715173,0,102671627,NonLowPoint
11,105648240,2.0,DINING,CASUAL DINING,VARIED MENU,True,True,0.9384,0.0112,0.0244,0.0176,0.0036,0.0058,0.0082,0.006,0.0429,0.0816,0.0916,0.0907,0.0883,0.2184,0.1349,0.2515,0.044000000000000004,0.0665,0.0552,0.0614,0.0717,0.0494,0.0308,0.0408,0.0647,0.0532,0.0614,0.0726,0.0535,0.04,0.00024606043641711136,0,105648240,NonLowPoint
12,203542052,8.0,DINING,CASUAL DINING,PIZZA,True,False,0.6863,0.063,0.022000000000000002,0.2152,0.0516,0.0712,0.0924,0.0072,0.069,0.1096,0.107,0.1053,0.0965,0.1961,0.1522,0.1642,0.0272,0.0604,0.0518,0.0609,0.0778,0.0473,0.0315,0.0235,0.0558,0.0524,0.0624,0.0652,0.0426,0.0476,0.0012881742350354978,1,,LowPoint
13,205646745,3.0,DINING,CASUAL DINING,AMERICAN,True,True,0.9658,0.0011,0.005,0.0144,0.0033,0.0046,0.0065,0.0074,0.0401,0.0826,0.1028,0.11,0.1065,0.2058,0.1478,0.2045,0.0192,0.0426,0.046,0.0566,0.0781,0.0782,0.0545,0.0159,0.0396,0.0479,0.0577,0.0842,0.0811,0.0642,0.00041974606952017583,0,205646745,NonLowPoint
14,107423810,2.0,DINING,CASUAL DINING,AMERICAN,True,True,0.9672,0.0026,0.0065,0.0118,0.0024,0.0038,0.0056,0.0089,0.0246,0.0624,0.0613,0.065,0.0691,0.1894,0.1725,0.3557,0.0242,0.0521,0.0582,0.0754,0.075,0.0514,0.0335,0.0239,0.0492,0.0555,0.0762,0.0756,0.0531,0.0409,0.00024606043641711136,0,107423810,NonLowPoint
15,105647411,8.0,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,OTHER,True,True,0.8696,0.0332,0.0534,0.0274,0.0053,0.0081,0.013999999999999999,0.0132,0.0249,0.0507,0.0658,0.0744,0.0771,0.1743,0.1482,0.3847,0.0259,0.0657,0.0545,0.0615,0.0722,0.0455,0.0308,0.0241,0.0649,0.0548,0.0692,0.0782,0.053,0.0463,0.0012881742350354978,0,105647411,NonLowPoint
16,107066369,8.0,DINING,CASUAL DINING,ASIAN,True,True,0.9419,0.0008,0.0034,0.0458,0.0083,0.0125,0.0249,0.0039,0.0608,0.0764,0.1006,0.11599999999999999,0.1101,0.1903,0.1329,0.213,0.0235,0.054000000000000006,0.0505,0.0492,0.0724,0.0556,0.043,0.0202,0.0542,0.0542,0.0552,0.0743,0.069,0.0766,0.0012881742350354978,0,107066369,NonLowPoint
17,105647775,40.0,DINING,FINE DINING,AMERICAN,True,True,0.6970000000000001,0.1365,0.0605,0.0728,0.0202,0.0265,0.026000000000000002,0.0218,0.0784,0.0899,0.0838,0.0806,0.0798,0.1647,0.1234,0.2994,0.0282,0.1058,0.0769,0.061,0.0542,0.0322,0.0163,0.0285,0.1029,0.0743,0.0563,0.0543,0.0363,0.0248,0.006846114494333559,0,105647775,NonLowPoint
18,105646799,8.0,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,OTHER,True,True,0.938,0.0134,0.0254,0.0127,0.0029,0.0041,0.0057,0.0082,0.0829,0.1071,0.1042,0.0969,0.0929,0.1861,0.1236,0.2063,0.063,0.071,0.0547,0.0536,0.0643,0.0467,0.0296,0.0629,0.0696,0.0493,0.053,0.0653,0.0493,0.0438,0.0012881742350354978,0,105646799,NonLowPoint
19,101586749,20.0,DINING,FAST CASUAL,MEXICAN,False,False,0.7478,0.0634,0.0327,0.1361,0.0273,0.0478,0.061,0.0145,0.0501,0.0783,0.0847,0.0906,0.0849,0.187,0.1347,0.2896,0.0223,0.0699,0.0653,0.0581,0.0635,0.0395,0.0285,0.0219,0.0721,0.0655,0.0614,0.0702,0.0482,0.0475,0.0033724018322722708,2,101586749,NonLowPoint
20,305646171,25.0,DINING,CASUAL DINING,AMERICAN,True,True,0.8812,0.0079,0.0088,0.018000000000000002,0.0035,0.0058,0.0087,0.0201,0.049,0.1163,0.0944,0.0991,0.10099999999999999,0.1779,0.1372,0.2251,0.037000000000000005,0.0735,0.0558,0.046,0.0525,0.0393,0.0308,0.0365,0.0724,0.0564,0.0502,0.0616,0.046,0.0446,0.004240829997787593,0,305646171,NonLowPoint
21,102101338,384.0833,DINING,CASUAL DINING,AMERICAN,True,True,0.748,0.1065,0.0892,0.0378,0.0086,0.0134,0.0158,0.0154,0.0254,0.0425,0.0606,0.0674,0.0661,0.1652,0.1448,0.428,0.0212,0.0693,0.068,0.0665,0.0653,0.0368,0.0172,0.0209,0.0724,0.0706,0.0709,0.0727,0.0429,0.0255,0.0666084402950252,0,102101338,NonLowPoint
22,101992018,150.6668,DINING,CASUAL DINING,AMERICAN,True,True,0.6366,0.1761,0.0738,0.0763,0.0225,0.0277,0.0261,0.0234,0.1136,0.1142,0.0957,0.0831,0.0793,0.1551,0.1079,0.2511,0.0314,0.13,0.0804,0.0598,0.0514,0.0304,0.0151,0.0328,0.11900000000000001,0.0735,0.0476,0.0454,0.0324,0.0211,0.026067347715823766,0,101992018,NonLowPoint
