STORE_CD,L12M_TY_QTY,PREMISE_TYPE_DSC,CHANNEL_DSC,SUBCHANNEL_DSC,FOOD_TYPE_GROUP_DSC,INDUSTRY_VOL_DSC,CHAIN_IND_FLG,FRANCHISE_FLG,BEER_FLG,WINE_FLG,LIQUOR_FLG,FINE_WINE_FLG,WHITE_POP_PCT,BLACK_POP_PCT,ASIAN_POP_PCT,HISP_POP_PCT,LEAST_ACC_HISP_POP_PCT,BI_CULTURAL_HISP_POP_PCT,MOST_ACC_HISP_POP_PCT,OTHER_POP_PCT,INCOME_POP_L10_PCT,INCOME_POP_1020_PCT,INCOME_POP_2030_PCT,INCOME_POP_3040_PCT,INCOME_POP_4050_PCT,INCOME_POP_5075_PCT,INCOME_POP_75100_PCT,INCOME_POP_G100_PCT,MALE_POP_2124_PCT,MALE_POP_2534_PCT,MALE_POP_3544_PCT,MALE_POP_4554_PCT,MALE_POP_5564_PCT,MALE_POP_6574_PCT,MALE_POP_75_PCT,FEMALE_POP_2124_PCT,FEMALE_POP_2534_PCT,FEMALE_POP_3544_PCT,FEMALE_POP_4554_PCT,FEMALE_POP_5564_PCT,FEMALE_POP_6574_PCT,FEMALE_POP_75_PCT
200501867,101.2499,OFF PREMISE,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,OTHER,LOWEST 20% ON/ LOWEST 20% OFF,N,N,Y,N,N,N,0.5712,0.1165,0.0601,0.2281,0.0605,0.0739,0.0938,0.0192,0.1045,0.1234,0.1355,0.132,0.0949,0.1939,0.0987,0.1171,0.0224,0.1106,0.0781,0.0617,0.0555,0.0304,0.0137,0.0264,0.1032,0.0713,0.0526,0.0518,0.032,0.0192
100157492,4,OFF PREMISE,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,OTHER,LOWEST 20% ON/ LOWEST 20% OFF,Y,N,Y,N,N,N,0.9471,0.0062,0.0038,0.0314,0.0066,0.0117,0.013,0.0059,0.0569,0.0847,0.1101,0.1095,0.0962,0.2658,0.1291,0.1477,0.0265,0.0537,0.0514,0.0609,0.0779,0.0554,0.0345,0.0245,0.0505,0.0522,0.0653,0.0772,0.0481,0.0466
103633570,339.5833,OFF PREMISE,LIQUOR,CONVENTIONAL LIQUOR,OTHER,LOWEST 20% ON/ LOWEST 20% OFF,N,N,Y,Y,Y,N,0.9095,0.0177,0.0075,0.0479,0.0067,0.0194,0.0218,0.0116,0.0297,0.069,0.0839,0.094,0.0852,0.2557,0.1591,0.2234,0.0291,0.0562,0.0518,0.0731,0.0841,0.0558,0.0317,0.0264,0.048,0.0499,0.0721,0.0796,0.0522,0.0313
102056848,,ON PREMISE,DINING,CASUAL DINING,ASIAN,TOP 50% ON/ TOP 20% OFF,N,N,Y,N,Y,N,0.6656,0.1704,0.074,0.0628,0.0128,0.0161,0.0338,0.0212,0.0583,0.0596,0.0806,0.0883,0.0855,0.1942,0.1349,0.2985,0.0291,0.0772,0.0597,0.0536,0.0579,0.0399,0.0242,0.0291,0.0784,0.0615,0.0582,0.0669,0.0458,0.0353
201970927,42.3334,ON PREMISE,DINING,CASUAL DINING,MEXICAN,LOWEST 20% ON/ LOWEST 20% OFF,N,N,Y,N,N,N,0.9225,0.0112,0.0137,0.0341,0.0053,0.009,0.0198,0.008,0.0337,0.1078,0.0982,0.0769,0.0713,0.1646,0.1661,0.2814,0.0229,0.0486,0.0529,0.0604,0.075,0.0518,0.0333,0.0212,0.0582,0.0568,0.0625,0.0765,0.0599,0.049
103867100,433.75,OFF PREMISE,LIQUOR,CONVENTIONAL LIQUOR,OTHER,LOWEST 20% ON/ LOWEST 20% OFF,N,N,Y,Y,Y,N,0.8142,0.0442,0.0804,0.0398,0.0078,0.0129,0.0191,0.0189,0.0155,0.0338,0.0485,0.0531,0.0616,0.1524,0.1221,0.513,0.0277,0.0647,0.0646,0.0751,0.0616,0.032,0.0131,0.0263,0.0639,0.0688,0.0811,0.0651,0.0342,0.0193
100440595,10,OFF PREMISE,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,OTHER,LOWEST 20% ON/ LOWEST 20% OFF,Y,N,Y,N,N,N,0.9583,0.002,0.003,0.0188,0.0021,0.0078,0.0089,0.0069,0.0562,0.1165,0.1152,0.1092,0.1189,0.2223,0.1291,0.1326,0.0232,0.0494,0.0531,0.0561,0.0725,0.0562,0.0444,0.0177,0.051,0.0539,0.0561,0.0671,0.059,0.0549
101610469,59,OFF PREMISE,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,OTHER,MID 30% ON/ MID 60% OFF,Y,N,Y,N,N,N,0.8452,0.0222,0.0402,0.0782,0.0136,0.0323,0.0323,0.0112,0.0278,0.0906,0.1126,0.112,0.0997,0.2113,0.1559,0.1901,0.0269,0.063,0.0575,0.066,0.0665,0.0426,0.0255,0.027,0.0617,0.0575,0.0662,0.0682,0.0472,0.0333
101930291,,ON PREMISE,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,OTHER,TOP 50% ON/ TOP 20% OFF,N,N,Y,N,N,N,0.9607,0.0019,0,0.0131,0.0024,0.0041,0.0065,0.0232,0.0355,0.1346,0.1159,0.0935,0.0972,0.1607,0.1178,0.2449,0.0224,0.0393,0.0519,0.0631,0.0743,0.0715,0.0561,0.021,0.0379,0.0351,0.0575,0.087,0.0631,0.0701
101529380,38,OFF PREMISE,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,OTHER,LOWEST 20% ON/ LOWEST 20% OFF,Y,N,Y,N,N,N,0.4863,0.0413,0.0445,0.4096,0.0723,0.16,0.1773,0.0134,0.0321,0.0723,0.0836,0.0973,0.1015,0.1977,0.1659,0.2496,0.033,0.074,0.0624,0.0611,0.0576,0.0348,0.019,0.0245,0.0653,0.0572,0.057,0.0548,0.0338,0.0329
