"RTL_STORE_CD","ITEM_MASTER_SKU_DSC","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_DSC","RTL_PREMISE_TYPE_CD","WJXBFS1"
"103703550","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",30
"101403893","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",54
"107432291","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",25
"107432291","CORONA EX 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"201967125","CORONA EX 24PK BT","DINING","CASUAL DINING","ON",2
"101403768","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",46
"101403768","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",19.5
"101404092","CERVEZAS CLASICAS 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",7
"101476212","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",37
"104004965","MODELO NEGRA 12PK BT","MILITARY OFF-PREMISE","MILITARY CONVENIENCE STORE","OFF",2
"101403959","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"101403638","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",249.3327
"100766920","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",39
"100766920","CORONITA 7OZ 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",20.4168
"100766920","CORONA LIGHT 1/2 BL KEG","LIQUOR","CONVENTIONAL LIQUOR","OFF",6.8889
"100090651","MODELO ESP 3.2 12PK CAN","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",16
"101496432","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",14
"101403794","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",16
"201923300","CORONA EX 3.2 12PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",1
"107192584","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",24
"101938948","CORONA EX 3.2 18PK BT","DINING","CASUAL DINING","ON",23.25
"107289897","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",14
"201530889","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",14
"101529385","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",78
"101758444","MODELO ESP 3.2 12PK BT","GROCERY","SUPERCENTER","OFF",9
"201586228","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",172.5
"201586228","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",22
"107486236","MODELO ESP 3.2 12PK CAN","EXTENDED MASTER OFF-PREMISE","OFFICE BUILDING","OFF",68
"107315983","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",83
"101917531","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",171
"400091652","MODELO ESP 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",61
"101981143","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",23
"101623666","CORONA EX 3.2 12PK BT","EXTENDED MASTER ON-PREMISE","RESTAURANT NA","ON",1
"101403922","CORONA EX 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"101632810","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",55
"201000546","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",29
"102174559","CORONA EX 18PK BT","DINING","CASUAL DINING","ON",72.75
"103714116","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",39
"103714116","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",69
"103714116","CORONA EX 16OZ 4PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",14.6667
"200090570","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",24
"200090570","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",62
"103664317","MODELO ESP 3.2 6PK BT","DINING","FAST CASUAL","ON",1
"100766734","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",24
"100766734","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"202630232","MODELO ESP 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",241
"101403813","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",23
"100991424","MODELO ESP 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",18
"103840303","MODELO ESP 1/2 BL","DINING","CASUAL DINING","ON",48.2223
"103775204","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",275
"103775204","CORONA EX 16OZ 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",42.6671
"102048471","CORONA EX 18PK BT","DINING","CASUAL DINING","ON",39
"102208976","MODELO ESP 3.2 18PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",173.25
"400091388","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",23
"107511738","CORONA EX 3.2 12PK BT","DINING","CASUAL DINING","ON",1
"201476262","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",107
"100434707","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",8
"101873051","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",10
"100298103","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"101403642","CORONA EX 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",11
"101732295","CORONA EX 6PK BT","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","ON",2
"100592992","MODELO ESP 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",15
"101000545","MODELO ESP 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"100318493","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",22
"100316553","MODELO ESP 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
"201735835","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"101658430","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",60
"101658430","MODELO ESP 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",614
"101658430","MODELO NEGRA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",31
"201677714","MODELO ESP 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"100316569","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",79.5
"201686701","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"100656469","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",39
"200214789","CORONA LT 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",15
"103837682","MODELO ESP 3.2 12PK BT","EXTENDED MASTER ON-PREMISE","INSTITUTION","ON",21
"201825115","MODELO ESP 3.2 12PK CAN","GROCERY","SUPERETTE","OFF",9
"203702497","MODELO ESP 3.2 12PK CAN","DINING","CASUAL DINING","ON",1
"101476216","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",671
"202489984","CORONA EX 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",11
"100767364","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",319
"100768225","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",14
"300853599","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",19
"101735448","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"100091879","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",38
"201943208","CORONA EX 12PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",4
"100940782","CORONA EX 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",43
"101403835","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",167
"107205487","CORONA LT 24PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",43
"100254587","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",34
"101934984","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",97.5
"101403901","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",274
"201735733","MODELO ESP 1/4 KEG","DINING","CASUAL DINING","ON",27.5553
"201735733","PACIFICO 12PK BT","DINING","CASUAL DINING","ON",6
"101000481","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",9
"100501871","CORONA EX 3.2 18PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",233.25
"107316250","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"107308403","MODELO NEGRA 6PK BT","DINING","CASUAL DINING","ON",4
"101403969","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",4
"102241685","MODELO ESP 3.2 12PK BT","GROCERY","SUPERCENTER","OFF",2
"107431061","CERVEZAS CLASICAS 12PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",57
"207279223","CORONA LT 12PK BT","DINING","CASUAL DINING","ON",1
"101491018","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",302
"101839696","MODELO ESP 6PK BT","DINING","CASUAL DINING","ON",1
"105217192","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",140
"200091960","CORONA EX 3.2 12PK BT","GROCERY","SUPERETTE","OFF",3
"200091960","MODELO ESP 3.2 12PK CAN","GROCERY","SUPERETTE","OFF",2
"101404021","CORONA EX 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",79
"101404021","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",8
"101403906","CORONA LT 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",10
"101960812","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",42
"100922332","MODELO ESP 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",10
"103907330","CORONA EX 3.2 12PK BT","BAR/NIGHTCLUB","SPORTS BAR","ON",6
"101737336","CORONA EX 12PK BT","DINING","CASUAL DINING","ON",2
"100537180","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",1
"101851789","MODELO ESP 3.2 12PK CAN","GROCERY","SUPERCENTER","OFF",7
"202234727","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",109
"107326445","MODELO ESP 3.2 24OZ CAN","EXTENDED MASTER ON-PREMISE","SPORTING CLUB NA","ON",760
"101404061","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",44
"100884429","CORONA EX 3.2 12PK BT","GROCERY","SUPERCENTER","OFF",71
"101404060","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",57
"107022598","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",61.2499
"107022598","CORONA EX 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"100768310","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",379
"103661796","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",32
"101790623","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",14.25
"101790623","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",4
"100766871","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",199
"107354744","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",227
"107354744","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"101476269","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",12.8333
"101476269","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",51
"107239230","MODELO CHE TAMPIC 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",4
"102256173","CORONA EX 3.2 6PK BT","EXTENDED MASTER ON-PREMISE","RESTAURANT NA","ON",375
"101403843","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",180
"207216003","MODELO NEGRA 1/4 BL KEG","DINING","CASUAL DINING","ON",44.7774
"101476350","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",52
"101476350","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",13
"103643385","CORONA EX 16OZ 6PK CAN","NON RETAIL","CLIENT INTERNAL","NR",17.3333
"104025461","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",10
"101476254","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",8
"101488928","CORONA EX 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"101476186","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",523
"101476258","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",26
"101476258","MODELO ESP 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",0
"107413566","MODELO NEGRA 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",9
"101403757","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",10
"101403841","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",105
"101403841","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1.75
"101403883","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",92
"101995897","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"101485771","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1292.083
"101926678","CORONA EX 18PK BT","DINING","FAST CASUAL","ON",102.75
"400961650","MODELO ESP 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",14
"107290033","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",17
"201934980","CORONA EX 12PK BT","EXTENDED MASTER OFF-PREMISE","ETHNIC MARKETS","OFF",3
"401739483","MODELO ESP 16OZ 4PK CAN","BAR/NIGHTCLUB","SPORTS BAR","ON",7.9999
"101000514","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",313
"201616874","PACIFICO 6PK BT","DINING","CASUAL DINING","ON",2
"107331293","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",7.9998
"401804005","MODELO NEGRA 12PK BT","DINING","CASUAL DINING","ON",4
"100766794","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",35
"100768056","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",98
"100768056","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",671
"101665145","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",23
"102171034","CORONITA 3.2 7OZ 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",11.6661
"107373262","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",41
"101403723","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",56
"101403946","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"102194534","CORONITA 3.2 7OZ 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",17.4996
"101859252","CORONITA 7OZ 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",28.5827
"100316579","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",26
"102268133","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"101404143","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",42.6665
"107394574","MODELO NEGRA 12PK BT","DINING","CASUAL DINING","ON",4
"107502632","CORONA LT 3.2 12PK BT","DINING","QUICK SERVICE RESTAURANT","ON",1.5
"107300901","CORONA LT 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",24.75
"101403798","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",63
"201403863","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",1.5
"107496090","MODELO CHE TAMPIC 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",17
"101617493","MODELO ESP 3.2 18PK CAN","GROCERY","SUPERCENTER","OFF",38.25
"100765032","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",237.75
"103507573","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",37
"200282557","CORONA LT 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",28
"301403919","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",14
"101404041","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",81
"102194531","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",197
"201000553","CERVEZAS CLASICAS 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",9
"101404081","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",19
"101404081","VICTORIA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"102018423","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",67.5
"101987228","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",41
"101987228","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",10
"207409034","CORONA EX 18PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",60.75
"207409034","MODELO ESP 24OZ BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",2
"101404077","CORONA LT 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",8
"101404077","CORONA EX 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",270
"100387092","MODELO CHE TAMPIC 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
"201403912","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",28
"200767337","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",33
"100697611","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
"101655995","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",35.9991
"100246078","CORONA EX 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",96
"100418787","MODELO ESP 3.2 12PK CAN","GROCERY","SUPERCENTER","OFF",102
"101833870","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",47
"101000266","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",292.5
"101403841","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",4
"107517773","MODELO ESP 6PK BT","DINING","CASUAL DINING","ON",2
"100764471","MODELO ESP 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",28
"100763902","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",9
"100766919","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",26
"101404126","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"100593458","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",79
"203505996","PACIFICO 12PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",1
"107437036","MODELO ESP 18PK CAN","DINING","CASUAL DINING","ON",24
"107437036","CORONA EX 18PK BT","DINING","CASUAL DINING","ON",30.75
"101403932","MODELO ESP 16OZ 4PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",3.9999
"105528877","CORONITA 7OZ 6PK BT","DINING","CASUAL DINING","ON",16.3334
"105528877","CORONA LIGHT 1/4 BL KEG","DINING","CASUAL DINING","ON",34.444
"201735771","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",27
"201735771","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",16
"101735536","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",27
"102000789","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",84
"101759073","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",24
"101655327","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3.9999
"100091952","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",149
"101403723","MODELO NEGRA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"101829074","CORONA EX 3.2 12PK BT","DRUG","CONVENTIONAL DRUG","OFF",2
"101465425","CORONA EX 3.2 12PK BT","DRUG","CONVENTIONAL DRUG","OFF",8
"100387099","MODELO ESP 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",168
"202709375","CORONA EX 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",143
"100495772","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",45
"107229121","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
"101894876","PACIFICO 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",11
"100433972","MODELO ESP 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",3
"201855889","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",434
"101733471","CORONA EX 18PK BT","DINING","CASUAL DINING","ON",11.25
"107349088","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",33
"107475226","CORONA EX 12PK CAN","LIQUOR","LIQUOR SUPER STORE","OFF",11
"107475226","MODELO ESP 12PK CAN","LIQUOR","LIQUOR SUPER STORE","OFF",19
"100495757","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",38
"303771642","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"103505864","PACIFICO 12PK BT","NON RETAIL","CLIENT INTERNAL","NR",43
"103505864","MODELO ESP 18PK CAN","NON RETAIL","CLIENT INTERNAL","NR",480.75
"101922137","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",66
"101922137","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",79
"100991426","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",119.25
"100090433","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",173
"101921102","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",27
"201403640","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",26
"100468388","MODELO ESP 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",2
"101000576","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",13
"103666154","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",859
"300991423","CORONA EX 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",810
"202018052","MODELO NEGRA 1/4 BL KEG","DINING","CASUAL DINING","ON",30.9998
"100452902","MODELO ESP 3.2 12PK CAN","MASS MERCHANDISER","CONVENTIONAL MASS MERCH","OFF",5
"101779698","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",44
"101779698","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",33
"107378492","CORONA LT 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",18.75
"101404106","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",19
"101404031","MODELO ESP 6PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",95
"101404031","CERVEZAS CLASICAS 12PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",3
"107500350","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",5
"101403783","VICTORIA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"102272317","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",21
"102208292","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",91
"101621738","CORONITA 7OZ 6PK BT","DINING","CASUAL DINING","ON",1.1666
"100801035","CORONITA 3.2 7OZ 6PK BT","GROCERY","SUPERCENTER","OFF",2.3333
"101403713","MODELO ESP 24PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",20
"107485048","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",16
"101512779","MODELO CHELADA 24OZ CAN","GROCERY","SUPERCENTER","OFF",29
"107368998","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",40
"102270771","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",27
"100091617","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",20
"202129166","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",122
"100853628","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",2
"201970841","MODELO NEGRA 1/2 BL KEG","DINING","CASUAL DINING","ON",68.889
"200930438","MODELO ESP 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",6
"100908301","CORONA EX 3.2 12PK BT","GROCERY","SUPERCENTER","OFF",483
