"RTL_STORE_CD","ITEM_MASTER_SKU_DSC","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_DSC","RTL_PREMISE_TYPE_CD","WJXBFS1"
"101735574","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",4
"101713286","MODELO NEGRA 12PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",2
"102756894","CORONA EX 3.2 12PK BT","EXTENDED MASTER ON-PREMISE","RESTAURANT NA","ON",132
"100963764","MODELO ESP 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",2
"101403842","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",23.25
"102159390","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",49
"101760049","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",7
"103561247","MODELO ESP 3.2 6PK BT","EXTENDED MASTER OFF-PREMISE","ETHNIC MARKETS","OFF",13
"200321115","MODELO CHE TAMPIC 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",10
"200321115","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",30
"101404100","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",53
"107218024","MODELO ESP 3.2 12PK CAN","DRUG","CONVENTIONAL DRUG","OFF",2
"100091971","MODELO ESP 3.2 12PK CAN","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",22
"107336153","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-NATURAL/GOURMET FOODS","OFF",8
"100440613","MODELO ESP 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",1
"100091615","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",4
"100269334","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",0
"200696010","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",1
"102054995","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",113.3318
"103827391","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",108
"107436908","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",345.75
"100768119","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",49
"107310240","CORONITA 3.2 7OZ 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",2.9165
"101000533","MODELO NEGRA 1/2 BL KEG","LIQUOR","CONVENTIONAL LIQUOR","OFF",6.8889
"101000533","PACIFICO 24OZ CAN LSE","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"103841064","MODELO NEGRA 12PK BT","DINING","CASUAL DINING","ON",2
"101403976","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",26
"101920136","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",19
"103797533","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",27
"107368968","MODELO ESP 1/2 BL","BAR/NIGHTCLUB","SPORTS BAR","ON",82.6668
"107368968","CORONA LT 12PK BT","BAR/NIGHTCLUB","SPORTS BAR","ON",1
"301737993","CORONA EX 18PK BT","BAR/NIGHTCLUB","SPORTS BAR","ON",0.75
"202024367","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",118.5
"102608300","CERVEZAS CLASICAS 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"101403663","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",4
"101404037","CORONA EX 16OZ 6PK CAN","LIQUOR","LIQUOR SUPER STORE","OFF",10.6664
"101404035","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",8.1667
"201000292","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",46
"201000541","VICTORIA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"100495778","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",27
"101403910","CORONA LT 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"201671608","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",4.6666
"201437184","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",4
"107492647","CORONA EX 24PK BT","DINING","CASUAL DINING","ON",27
"100090956","CORONA EX 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",49
"101491008","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",96
"101404011","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1.3333
"100941411","CORONITA 3.2 7OZ 6PK BT","GROCERY","SUPERCENTER","OFF",4.6666
"101860457","VICTORIA 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"101694009","CORONITA 7OZ 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",0.5833
"100316533","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",50
"101737955","PACIFICO 12PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",34
"101403966","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",137
"100766580","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",52
"101793748","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",13
"103766853","MODELO ESP 12PK BT","DINING","CASUAL DINING","ON",2
"101737278","MODELO ESP 1/4 KEG","DINING","CASUAL DINING","ON",55.111
"200642127","MODELO ESP 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",10
"100242749","CORONA LT 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",12
"100242749","CORONA EX 24PK CAN","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",4
"201403648","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",28
"101403674","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",141
"101930350","CORONA EX 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",38
"101616886","MODELO ESP 24PK CAN","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",2
"100764517","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"101496432","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",11
"107423930","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",8
"101476216","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",10
"101476216","CORONA EX 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"101403726","PACIFICO 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",25
"101403671","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",62
"101920433","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"100768225","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",40
"201524903","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",4
"100765625","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",35
"101403846","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",267
"200948497","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",14
"101739586","MODELO ESP 1/4 KEG","DINING","CASUAL DINING","ON",13.7776
"100656465","MODELO ESP 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",64
"102913216","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"100643113","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",1
"101404018","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"103792882","MODELO ESP 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",170
"103792882","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",175
"101491016","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",102
"207143679","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",53
"101403782","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"101733889","CORONA EX 24PK CAN","RECREATION","GOLF/COUNTRY CLUB","ON",5
"107421802","CORONA LT 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",1
"103812189","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",120
"107308403","CORONA EX 18PK BT","DINING","CASUAL DINING","ON",19.5
"107396948","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",0.75
"101952988","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",21
"101980303","CORONA EX 3.2 6PK BT","DINING","FAST CASUAL","ON",2
"100091149","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",10
"105280649","CORONA EX 24PK BT","BAR/NIGHTCLUB","SPORTS BAR","ON",50
"100441012","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",11
"107289897","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",8
"101529385","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",27
"101529385","MODELO ESP 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",24
"101000279","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",5
"107486236","CORONA EX 3.2 6PK BT","EXTENDED MASTER OFF-PREMISE","OFFICE BUILDING","OFF",7
"100634461","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",46
"101917531","CORONA EX 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",370
"101403887","MODELO NEGRA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",22
"101403887","CERVEZAS CLASICAS 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",15
"100765540","PACIFICO 24OZ CAN LSE","LIQUOR","CONVENTIONAL LIQUOR","OFF",4
"101979140","MODELO ESP 12PK BT","BAR/NIGHTCLUB","IRISH PUB","ON",46
"400091652","VICTORIA 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",6
"100889015","CORONA LT 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",119
"107373216","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",24
"101403922","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",108.75
"201000546","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",96
"103714116","CORONA EX 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",18
"102054995","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",830
"101650562","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"100316582","CORONA LT 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",-3
"101923300","CORONA EX 3.2 12PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",1
"103781794","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",118
"103781794","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",67.5
"101848997","MODELO ESP 6PK BT","DINING","CASUAL DINING","ON",5
"102240098","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",134
"101404149","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"107445619","CORONA EX 12PK BT","LODGING","FULL SERVICE LODGING","ON",2
"101688176","CORONA LT 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",122
"200470279","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",6
"101606174","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",16
"200695922","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",2
"101493124","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",0.5833
"105543630","MODELO NEGRA 6PK BT","MILITARY OFF-PREMISE","MILITARY LIQUOR STORE","OFF",52
"107299184","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",7
"201476262","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",30
"201822127","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",96.75
"103703550","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",25.5
"100763688","CORONA EX 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",335
"100763688","MODELO ESP 16OZ 4PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",0
"301735442","CORONA LT 18PK BT","DINING","CASUAL DINING","ON",20.25
"101000545","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",31
"101000545","CORONA EX 16OZ 4PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",6.6666
"107077864","CORONITA 7OZ 24PK BT","DINING","CASUAL DINING","ON",1.75
"101796136","MODELO ESP 1/2 BL","DINING","CASUAL DINING","ON",41.3334
"100316553","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",23
"201735835","MODELO ESP 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",12
"100764245","CORONITA 7OZ 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",15.7493
"107218821","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",18
"107218821","CORONA LT 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",144
"100316569","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",119
"100316569","MODELO NEGRA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",39
"100577727","CORONA LT 3.2 12PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",65
"101855362","MODELO ESP 12PK CAN","BAR/NIGHTCLUB","SPORTS BAR","ON",24
"101855362","CORONA EX 24PK BT","BAR/NIGHTCLUB","SPORTS BAR","ON",41
"101403944","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"107278190","CORONA EX 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",12
"107278190","CORONA LT 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"107273595","CORONITA 3.2 7OZ 6PK BT","GROCERY","SUPERCENTER","OFF",2.9166
"101814034","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",22
"101403901","CORONA LT 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1.5
"201973622","CORONITA 7OZ 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2.3333
"201973622","MODELO ESP 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",30
"101476269","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"101765413","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",422.9161
"101765413","PACIFICO 24OZ CAN LSE","LIQUOR","CONVENTIONAL LIQUOR","OFF",8
"200593256","CORONITA 3.2 7OZ 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3.4998
"101403657","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",58
"101403843","MODELO ESP 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",0
"101476350","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",20
"101476350","PACIFICO 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"107431061","MODELO NEGRA 1/4 BL KEG","LIQUOR","LIQUOR SUPER STORE","OFF",10.3332
"100417743","CORONA EX 3.2 6PK BT","GROCERY","SUPERCENTER","OFF",30
"207279223","CORONITA 7OZ 6PK BT","DINING","CASUAL DINING","ON",0.5833
"101491018","CORONA EX 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",106
"101491018","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",276
"101974846","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",20
"101596063","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",36
"101403817","VICTORIA 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"107052126","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",8
"100472333","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",8
"201403821","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",3
"200697896","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",39
"200969451","MODELO ESP 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",1
"101739010","CORONA EX 18PK CAN","DINING","CASUAL DINING","ON",0.75
"103714453","CORONA LT 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
"101404007","VICTORIA 12PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",47
"107492379","MODELO ESP 12PK BT","EXTENDED MASTER ON-PREMISE","RESTAURANT NA","ON",2
"101403906","CORONA LIGHT 1/4 BL KEG","LIQUOR","CONVENTIONAL LIQUOR","OFF",3.4444
"101403906","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"100273766","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
"100763182","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",27.75
"100763182","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",9.75
"100763182","CORONITA 7OZ 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1.1666
"101736674","CORONA EX 24PK BT","DINING","CASUAL DINING","ON",53
"101404038","MODELO ESP 6PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",90
"101404038","CORONA LT 12PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",291
"100985766","MODELO ESP 1/2 BL","LIQUOR","CONVENTIONAL LIQUOR","OFF",6.8889
"101737336","CORONA EX 6PK BT","DINING","CASUAL DINING","ON",1
"102623219","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",34.5
"101732175","CORONA EX 6PK BT","RECREATION","GOLF/COUNTRY CLUB","ON",0
"101643694","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",4
"101851789","CORONA EX 3.2 12PK BT","GROCERY","SUPERCENTER","OFF",22
"103919035","MODELO ESP 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"201733481","CORONA EX 24PK BT","BAR/NIGHTCLUB","SPORTS BAR","ON",17
"101525387","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",49
"102241015","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",16
"100884429","CORONA EX 3.2 6PK BT","GROCERY","SUPERCENTER","OFF",29
"101404060","CORONA EX 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",12
"201822127","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"101403732","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",90
"101403732","MODELO ESP 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",35
"101403883","CORONITA 7OZ 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",23.9164
"101485771","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",11
"101926678","MODELO NEGRA 6PK BT","DINING","FAST CASUAL","ON",7
"101000555","CORONA EX 18PK BT","LIQUOR","LIQUOR SUPER STORE","OFF",522.75
"100743080","CORONA EX 3.2 6PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",5
"201596054","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",55
"107283359","MODELO NEGRA 6PK BT","DINING","CASUAL DINING","ON",1
"101403749","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",28
"107300879","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"107090373","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",184
"107505658","VICTORIA 12PK BT","DINING","CASUAL DINING","ON",1
"101000514","MODELO ESP 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",31
"107331293","CORONA EX 18PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",82.5
"200764270","MODELO ESP 3.2 24OZ CAN","EXTENDED MASTER OFF-PREMISE","ETHNIC MARKETS","OFF",6
"100765411","MODELO ESP 6PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",9
"100766922","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",108
"103643385","CERVEZAS CLASICAS 12PK BT","NON RETAIL","CLIENT INTERNAL","NR",2
"103643385","CORONA LT 18PK BT","NON RETAIL","CLIENT INTERNAL","NR",1.5
"101530898","CERVEZAS CLASICAS 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",20
"101781107","MODELO ESP 3.2 12PK CAN","DRUG","CONVENTIONAL DRUG","OFF",6
"401941608","CORONA EX 3.2 12PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",1
"200470288","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",10
"200470288","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",14
"101491007","MODELO ESP 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",89.25
"100549491","CORONA LT 18PK BT","BAR/NIGHTCLUB","SPORTS BAR","ON",37.5
"100549491","CORONA EX 24OZ BT","BAR/NIGHTCLUB","SPORTS BAR","ON",5
"101476258","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",11
"103639684","CORONA EX 18PK BT","DINING","CASUAL DINING","ON",3.75
"100764471","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",56
"100766919","CORONA LIGHT 1/2 BL KEG","LIQUOR","CONVENTIONAL LIQUOR","OFF",6.8889
"104010171","CORONA EX 24OZ BT","EXTENDED MASTER OFF-PREMISE","OFFICE BUILDING","OFF",0
"101000550","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",70
"101000550","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"100764204","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",55
"100764204","MODELO ESP 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",67
"103714116","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",145
"100478029","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",26
"101403878","MODELO ESP 24PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"103583471","MODELO CHE TAMPIC 3.2 24OZ CAN","DINING","FAST CASUAL","ON",5
"300091335","MODELO ESP 3.2 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",9
"103829880","CORONITA 7OZ 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2.9166
"101491010","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",162.6665
"101732151","MODELO ESP 12PK BT","RECREATION","BILLIARD/BOWLING/ARCADE","ON",16
"107376777","CORONA FAMILIAR 32OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",10.6665
"107417592","CORONA LT 18PK BT","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","ON",0.75
"107303799","MODELO ESP 3.2 12PK CAN","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",27
"100495800","MODELO ESP 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",12
"101795758","CORONA EX 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",40
"201403745","MODELO NEGRA 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",6
"201403745","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",17
"102269014","CORONA EX 3.2 6PK BT","EXTENDED MASTER ON-PREMISE","SPECIAL EVENTS","ON",8
"101616932","CORONA LT 24PK BT","DINING","CASUAL DINING","ON",7
"102709375","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",399
"100765180","MODELO ESP 24OZ CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",8
"100768310","CORONA EX 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",441
"200470225","MODELO ESP 3.2 12PK CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",5
"107385926","CORONA EX 3.2 12PK BT","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
"201604340","PACIFICO 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",2
"101790623","CORONA EX 24OZ BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",18
"100766871","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",4.5
"107354744","MODELO ESP 24PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",1
"107354744","CORONA EX 18PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",0.75
"100766747","CORONA LT 6PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",35
"101485823","CORONA EX 3.2 6PK BT","GROCERY","SUPERMARKET-CONVENTIONAL","OFF",5
"102173984","PACIFICO 12PK BT","LIQUOR","CONVENTIONAL LIQUOR","OFF",25
"101404065","MODELO ESP 12PK CAN","LIQUOR","CONVENTIONAL LIQUOR","OFF",169
"100459875","MODELO CHELADA 24OZ CAN","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","OFF",3
